CMDLINE C:\Users\peiman\AppData\Local\Programs\Python\Python310\python.exe main_test.py
MEM 1094.601562 1669950805.9148
MEM 1094.664062 1669950806.0228
MEM 1094.664062 1669950806.1338
MEM 1094.710938 1669950806.2438
MEM 1094.769531 1669950806.3539
MEM 1094.851562 1669950806.4638
MEM 1094.878906 1669950806.5751
MEM 1094.937500 1669950806.6851
MEM 1095.062500 1669950806.7932
MEM 1095.375000 1669950806.9042
MEM 1100.304688 1669950807.0142
MEM 1107.078125 1669950807.1242
MEM 1113.167969 1669950807.2343
MEM 1118.714844 1669950807.3434
MEM 1123.667969 1669950807.4512
MEM 1128.890625 1669950807.5613
MEM 1134.707031 1669950807.6712
MEM 1141.140625 1669950807.7802
MEM 1147.281250 1669950807.8902
MEM 1153.542969 1669950807.9968
MEM 1160.375000 1669950808.1053
MEM 1167.019531 1669950808.2120
MEM 1173.832031 1669950808.3208
MEM 1180.816406 1669950808.4308
MEM 1187.621094 1669950808.5376
MEM 1183.503906 1669950808.6493
MEM 1185.226562 1669950808.7570
MEM 1106.832031 1669950808.8652
MEM 1121.894531 1669950808.9763
MEM 1137.582031 1669950809.0883
MEM 1151.957031 1669950809.1983
MEM 1166.394531 1669950809.3089
MEM 1180.957031 1669950809.4209
MEM 1191.589844 1669950809.5315
MEM 1189.445312 1669950809.6432
MEM 1191.464844 1669950809.7538
MEM 1193.617188 1669950809.8654
MEM 1195.738281 1669950809.9754
MEM 1197.718750 1669950810.0856
MEM 1199.562500 1669950810.1956
MEM 1201.390625 1669950810.3057
MEM 1203.117188 1669950810.4156
MEM 1204.929688 1669950810.5276
MEM 1206.535156 1669950810.6384
MEM 1208.351562 1669950810.7484
MEM 1210.109375 1669950810.8603
MEM 1211.921875 1669950810.9714
MEM 1213.667969 1669950811.0813
MEM 1215.480469 1669950811.1905
MEM 1217.218750 1669950811.2996
MEM 1218.343750 1669950811.4057
MEM 1154.523438 1669950811.5157
MEM 1055.253906 1669950811.6276
MEM 748.292969 1669950811.7379
MEM 746.980469 1669950811.8469
MEM 749.230469 1669950811.9590
MEM 751.484375 1669950812.0689
MEM 753.757812 1669950812.1809
MEM 756.085938 1669950812.2919
MEM 758.257812 1669950812.4031
MEM 760.316406 1669950812.5110
MEM 762.546875 1669950812.6230
MEM 764.695312 1669950812.7330
MEM 766.804688 1669950812.8401
MEM 768.964844 1669950812.9509
MEM 770.929688 1669950813.0592
MEM 773.179688 1669950813.1702
MEM 775.300781 1669950813.2802
MEM 777.707031 1669950813.3907
MEM 780.015625 1669950813.4998
MEM 785.363281 1669950813.6110
MEM 797.453125 1669950813.7221
MEM 809.890625 1669950813.8314
MEM 822.042969 1669950813.9421
MEM 834.496094 1669950814.0510
MEM 839.058594 1669950814.1623
MEM 842.222656 1669950814.2743
MEM 840.386719 1669950814.3853
MEM 841.484375 1669950814.4962
MEM 842.757812 1669950814.6077
MEM 843.972656 1669950814.7161
MEM 845.316406 1669950814.8249
MEM 846.718750 1669950814.9359
MEM 848.046875 1669950815.0446
MEM 849.308594 1669950815.1546
MEM 850.480469 1669950815.2636
MEM 851.753906 1669950815.3735
MEM 859.093750 1669950815.4815
MEM 869.027344 1669950815.5915
MEM 869.027344 1669950815.7016
MEM 869.027344 1669950815.8117
MEM 869.027344 1669950815.9215
MEM 869.027344 1669950816.0335
MEM 869.027344 1669950816.1427
MEM 869.027344 1669950816.2537
MEM 869.027344 1669950816.3656
MEM 869.027344 1669950816.4757
MEM 869.027344 1669950816.5857
MEM 869.027344 1669950816.6978
MEM 869.027344 1669950816.8077
MEM 869.027344 1669950816.9167
MEM 869.027344 1669950817.0257
MEM 869.027344 1669950817.1327
MEM 869.027344 1669950817.2426
MEM 869.027344 1669950817.3536
MEM 869.046875 1669950817.4647
MEM 869.046875 1669950817.5747
MEM 869.097656 1669950817.6856
MEM 869.097656 1669950817.7946
MEM 876.503906 1669950817.9007
MEM 879.269531 1669950818.0088
MEM 884.433594 1669950818.1168
MEM 891.265625 1669950818.2267
MEM 898.226562 1669950818.3358
MEM 905.632812 1669950818.4458
MEM 912.863281 1669950818.5547
MEM 919.687500 1669950818.6649
MEM 926.875000 1669950818.7712
MEM 934.128906 1669950818.8812
MEM 947.593750 1669950818.9908
MEM 949.410156 1669950819.1016
MEM 956.699219 1669950819.2103
MEM 964.164062 1669950819.3214
MEM 972.250000 1669950819.4332
MEM 979.656250 1669950819.5443
MEM 986.851562 1669950819.6553
MEM 994.164062 1669950819.7643
MEM 1001.605469 1669950819.8732
MEM 1009.542969 1669950819.9846
MEM 999.527344 1669950820.0922
MEM 1000.988281 1669950820.2002
MEM 1013.929688 1669950820.3091
MEM 892.945312 1669950820.4197
MEM 906.457031 1669950820.5305
MEM 919.949219 1669950820.6404
MEM 933.019531 1669950820.7475
MEM 946.707031 1669950820.8574
MEM 960.394531 1669950820.9655
MEM 974.582031 1669950821.0751
MEM 988.332031 1669950821.1851
MEM 1001.515625 1669950821.2931
MEM 1014.527344 1669950821.4031
MEM 1015.210938 1669950821.5123
MEM 1017.339844 1669950821.6211
MEM 1019.394531 1669950821.7295
MEM 1020.558594 1669950821.8395
MEM 1021.886719 1669950821.9495
MEM 1023.171875 1669950822.0596
MEM 1024.984375 1669950822.1706
MEM 1026.488281 1669950822.2786
MEM 1028.660156 1669950822.3881
MEM 1030.117188 1669950822.5001
MEM 1031.457031 1669950822.6122
MEM 1033.242188 1669950822.7232
MEM 1035.164062 1669950822.8351
MEM 1037.101562 1669950822.9456
MEM 1038.488281 1669950823.0571
MEM 1039.675781 1669950823.1666
MEM 1041.007812 1669950823.2777
MEM 1042.738281 1669950823.3857
MEM 1044.523438 1669950823.4947
MEM 1046.398438 1669950823.6042
MEM 1048.203125 1669950823.7157
MEM 1050.078125 1669950823.8237
MEM 1051.906250 1669950823.9347
MEM 1053.718750 1669950824.0447
MEM 1055.031250 1669950824.1542
MEM 1056.089844 1669950824.2646
MEM 1057.019531 1669950824.3736
MEM 1058.082031 1669950824.4815
MEM 1058.957031 1669950824.5906
MEM 1059.894531 1669950824.6996
MEM 1060.957031 1669950824.8078
MEM 1062.089844 1669950824.9189
MEM 965.929688 1669950825.0290
MEM 804.593750 1669950825.1382
MEM 548.015625 1669950825.2479
MEM 340.449219 1669950825.3547
MEM 353.312500 1669950825.4647
MEM 354.125000 1669950825.5748
MEM 354.203125 1669950825.6856
MEM 354.546875 1669950825.7956
MEM 354.925781 1669950825.9032
MEM 355.148438 1669950826.0136
MEM 355.433594 1669950826.1218
MEM 355.726562 1669950826.2325
MEM 356.261719 1669950826.3406
MEM 356.250000 1669950826.4456
MEM 357.109375 1669950826.5556
MEM 360.269531 1669950826.6646
MEM 357.007812 1669950826.7728
MEM 357.253906 1669950826.8826
MEM 362.390625 1669950826.9917
MEM 357.742188 1669950827.1007
MEM 358.000000 1669950827.2086
MEM 358.292969 1669950827.3186
MEM 358.312500 1669950827.4277
MEM 157.867188 1669950827.5378
MEM 148.707031 1669950827.6487
MEM 130.164062 1669950827.7608
MEM 148.105469 1669950827.8717
MEM 153.402344 1669950827.9817
MEM 159.156250 1669950828.0916
MEM 164.652344 1669950828.2016
MEM 170.238281 1669950828.3129
MEM 175.453125 1669950828.4242
MEM 181.136719 1669950828.5343
MEM 186.625000 1669950828.6452
MEM 192.437500 1669950828.7573
MEM 196.968750 1669950828.8692
MEM 201.394531 1669950828.9812
MEM 204.300781 1669950829.0912
MEM 207.980469 1669950829.2033
MEM 209.710938 1669950829.3132
MEM 213.894531 1669950829.4252
MEM 216.449219 1669950829.5342
MEM 218.902344 1669950829.6417
MEM 221.355469 1669950829.7517
MEM 227.480469 1669950829.8632
MEM 230.007812 1669950829.9752
MEM 232.785156 1669950830.0852
MEM 235.425781 1669950830.1962
MEM 238.050781 1669950830.3072
MEM 240.476562 1669950830.4183
MEM 243.042969 1669950830.5292
MEM 245.691406 1669950830.6413
MEM 248.273438 1669950830.7512
MEM 258.496094 1669950830.8622
MEM 261.136719 1669950830.9732
MEM 263.945312 1669950831.0852
MEM 266.496094 1669950831.1963
MEM 269.265625 1669950831.3073
MEM 271.695312 1669950831.4193
MEM 274.453125 1669950831.5304
MEM 277.765625 1669950831.6403
MEM 280.960938 1669950831.7514
MEM 284.371094 1669950831.8604
MEM 287.949219 1669950831.9723
MEM 291.683594 1669950832.0843
MEM 295.464844 1669950832.1954
MEM 300.859375 1669950832.3073
MEM 304.347656 1669950832.4184
MEM 311.414062 1669950832.5273
MEM 309.570312 1669950832.6376
MEM 312.222656 1669950832.7491
MEM 314.828125 1669950832.8575
MEM 317.535156 1669950832.9666
MEM 320.304688 1669950833.0746
MEM 323.121094 1669950833.1841
MEM 326.007812 1669950833.2952
MEM 328.660156 1669950833.4052
MEM 331.289062 1669950833.5173
MEM 334.042969 1669950833.6293
MEM 336.843750 1669950833.7394
MEM 339.339844 1669950833.8497
MEM 342.089844 1669950833.9616
MEM 344.953125 1669950834.0707
MEM 347.703125 1669950834.1806
MEM 353.320312 1669950834.2917
MEM 359.441406 1669950834.4030
MEM 363.011719 1669950834.5140
MEM 366.203125 1669950834.6220
MEM 370.914062 1669950834.7320
MEM 374.480469 1669950834.8402
MEM 410.039062 1669950834.9503
MEM 397.531250 1669950835.0623
MEM 401.878906 1669950835.1739
MEM 405.984375 1669950835.2833
MEM 410.156250 1669950835.3950
MEM 413.960938 1669950835.5049
MEM 417.937500 1669950835.6159
MEM 423.339844 1669950835.7269
MEM 426.082031 1669950835.8389
MEM 428.691406 1669950835.9495
MEM 431.406250 1669950836.0595
MEM 434.328125 1669950836.1715
MEM 438.175781 1669950836.2815
MEM 445.117188 1669950836.3925
MEM 450.691406 1669950836.5015
MEM 450.691406 1669950836.6116
MEM 451.726562 1669950836.7237
MEM 452.210938 1669950836.8357
MEM 452.652344 1669950836.9478
MEM 453.171875 1669950837.0596
MEM 453.621094 1669950837.1718
MEM 460.480469 1669950837.2826
MEM 467.300781 1669950837.3919
MEM 473.464844 1669950837.5030
MEM 480.097656 1669950837.6133
MEM 487.003906 1669950837.7224
MEM 487.828125 1669950837.8329
MEM 490.027344 1669950837.9430
MEM 493.863281 1669950838.0556
MEM 494.636719 1669950838.1656
MEM 496.476562 1669950838.2757
MEM 499.152344 1669950838.3843
MEM 500.964844 1669950838.4929
MEM 503.074219 1669950838.6049
MEM 505.816406 1669950838.7170
MEM 507.945312 1669950838.8280
MEM 509.644531 1669950838.9380
MEM 511.593750 1669950839.0460
MEM 513.945312 1669950839.1559
MEM 516.644531 1669950839.2670
MEM 519.632812 1669950839.3790
MEM 522.093750 1669950839.4910
MEM 524.312500 1669950839.6030
MEM 526.859375 1669950839.7150
MEM 531.207031 1669950839.8240
MEM 534.417969 1669950839.9360
MEM 537.046875 1669950840.0450
MEM 539.734375 1669950840.1531
MEM 542.414062 1669950840.2640
MEM 545.199219 1669950840.3759
MEM 547.890625 1669950840.4870
MEM 550.378906 1669950840.5959
MEM 553.167969 1669950840.7080
MEM 555.824219 1669950840.8191
MEM 558.468750 1669950840.9311
MEM 561.226562 1669950841.0411
MEM 563.664062 1669950841.1521
MEM 570.613281 1669950841.2641
MEM 577.574219 1669950841.3751
MEM 588.160156 1669950841.4854
MEM 585.800781 1669950841.5945
MEM 588.277344 1669950841.7042
MEM 591.277344 1669950841.8138
MEM 593.113281 1669950841.9237
MEM 595.238281 1669950842.0352
MEM 597.574219 1669950842.1452
MEM 600.687500 1669950842.2558
MEM 602.882812 1669950842.3669
MEM 605.152344 1669950842.4788
MEM 607.488281 1669950842.5898
MEM 611.062500 1669950842.7018
MEM 613.312500 1669950842.8099
MEM 615.902344 1669950842.9208
MEM 620.515625 1669950843.0308
MEM 623.878906 1669950843.1423
MEM 626.554688 1669950843.2518
MEM 629.195312 1669950843.3628
MEM 631.945312 1669950843.4739
MEM 634.605469 1669950843.5859
MEM 637.242188 1669950843.6979
MEM 639.917969 1669950843.8089
MEM 644.886719 1669950843.9198
MEM 651.617188 1669950844.0298
MEM 652.746094 1669950844.1391
MEM 652.746094 1669950844.2491
MEM 654.058594 1669950844.3601
MEM 654.574219 1669950844.4697
MEM 654.953125 1669950844.5776
MEM 658.949219 1669950844.6849
MEM 665.113281 1669950844.7958
MEM 665.113281 1669950844.9038
MEM 665.113281 1669950845.0138
MEM 666.531250 1669950845.1249
MEM 666.992188 1669950845.2348
MEM 671.832031 1669950845.3463
MEM 678.957031 1669950845.4583
MEM 679.269531 1669950845.5704
MEM 679.269531 1669950845.6813
MEM 680.636719 1669950845.7932
MEM 681.121094 1669950845.9034
MEM 681.527344 1669950846.0134
MEM 626.593750 1669950846.1238
MEM 528.140625 1669950846.2342
MEM 506.546875 1669950846.3442
MEM 512.164062 1669950846.4546
MEM 517.742188 1669950846.5646
MEM 523.097656 1669950846.6745
MEM 528.699219 1669950846.7855
MEM 533.992188 1669950846.8946
MEM 539.445312 1669950847.0052
MEM 544.738281 1669950847.1171
MEM 550.187500 1669950847.2282
MEM 554.214844 1669950847.3392
MEM 559.500000 1669950847.4466
MEM 566.562500 1669950847.5571
MEM 569.761719 1669950847.6691
MEM 574.328125 1669950847.7791
MEM 576.910156 1669950847.8860
MEM 580.058594 1669950847.9960
MEM 582.261719 1669950848.1050
MEM 585.765625 1669950848.2157
MEM 592.156250 1669950848.3256
MEM 595.179688 1669950848.4366
MEM 598.437500 1669950848.5471
MEM 601.761719 1669950848.6576
MEM 605.160156 1669950848.7674
MEM 608.523438 1669950848.8794
MEM 611.898438 1669950848.9914
MEM 615.253906 1669950849.0993
MEM 619.027344 1669950849.2113
MEM 630.324219 1669950849.3217
MEM 634.019531 1669950849.4315
MEM 637.855469 1669950849.5433
MEM 641.285156 1669950849.6553
MEM 644.667969 1669950849.7663
MEM 647.996094 1669950849.8773
MEM 651.117188 1669950849.9863
MEM 654.500000 1669950850.0973
MEM 657.800781 1669950850.2076
MEM 661.507812 1669950850.3154
MEM 665.113281 1669950850.4275
MEM 668.808594 1669950850.5385
MEM 672.382812 1669950850.6495
MEM 677.156250 1669950850.7615
MEM 679.875000 1669950850.8705
MEM 682.582031 1669950850.9806
MEM 685.226562 1669950851.0915
MEM 687.953125 1669950851.2015
MEM 690.781250 1669950851.3117
MEM 693.582031 1669950851.4237
MEM 696.359375 1669950851.5309
MEM 699.027344 1669950851.6400
MEM 701.453125 1669950851.7493
MEM 704.199219 1669950851.8562
MEM 707.000000 1669950851.9644
MEM 709.488281 1669950852.0745
MEM 712.160156 1669950852.1845
MEM 714.691406 1669950852.2930
MEM 717.398438 1669950852.4040
MEM 720.335938 1669950852.5161
MEM 722.843750 1669950852.6245
MEM 728.703125 1669950852.7361
MEM 735.035156 1669950852.8470
MEM 738.453125 1669950852.9572
MEM 742.859375 1669950853.0682
MEM 747.242188 1669950853.1802
MEM 751.878906 1669950853.2922
MEM 770.597656 1669950853.4007
MEM 774.832031 1669950853.5092
MEM 779.070312 1669950853.6212
MEM 783.050781 1669950853.7322
MEM 786.753906 1669950853.8432
MEM 790.679688 1669950853.9552
MEM 794.593750 1669950854.0642
MEM 799.257812 1669950854.1762
MEM 801.910156 1669950854.2870
MEM 804.531250 1669950854.3956
MEM 807.261719 1669950854.5046
MEM 810.019531 1669950854.6134
MEM 813.984375 1669950854.7245
MEM 820.652344 1669950854.8356
MEM 825.941406 1669950854.9462
MEM 825.941406 1669950855.0574
MEM 827.027344 1669950855.1653
MEM 827.480469 1669950855.2754
MEM 827.906250 1669950855.3870
MEM 828.382812 1669950855.4990
MEM 828.855469 1669950855.6101
MEM 835.222656 1669950855.7212
MEM 841.839844 1669950855.8311
MEM 849.101562 1669950855.9431
MEM 855.488281 1669950856.0534
MEM 862.128906 1669950856.1635
MEM 863.140625 1669950856.2750
MEM 865.074219 1669950856.3840
MEM 868.199219 1669950856.4949
MEM 869.660156 1669950856.6050
MEM 872.390625 1669950856.7170
MEM 874.941406 1669950856.8279
MEM 876.792969 1669950856.9400
MEM 878.980469 1669950857.0490
MEM 881.695312 1669950857.1571
MEM 883.648438 1669950857.2680
MEM 885.156250 1669950857.3796
MEM 887.226562 1669950857.4911
MEM 889.687500 1669950857.6031
MEM 892.277344 1669950857.7142
MEM 894.679688 1669950857.8232
MEM 897.414062 1669950857.9341
MEM 899.484375 1669950858.0452
MEM 901.871094 1669950858.1570
MEM 906.375000 1669950858.2679
MEM 909.500000 1669950858.3789
MEM 912.156250 1669950858.4889
MEM 914.863281 1669950858.6006
MEM 917.578125 1669950858.7106
MEM 920.054688 1669950858.8187
MEM 922.730469 1669950858.9287
MEM 925.316406 1669950859.0397
MEM 927.910156 1669950859.1496
MEM 930.621094 1669950859.2597
MEM 933.335938 1669950859.3707
MEM 936.132812 1669950859.4801
MEM 938.839844 1669950859.5908
MEM 944.851562 1669950859.7009
MEM 951.328125 1669950859.8089
MEM 957.863281 1669950859.9197
MEM 961.144531 1669950860.0312
MEM 963.382812 1669950860.1395
MEM 965.441406 1669950860.2474
MEM 968.195312 1669950860.3587
MEM 970.332031 1669950860.4683
MEM 972.589844 1669950860.5763
MEM 975.718750 1669950860.6884
MEM 977.789062 1669950860.7994
MEM 980.023438 1669950860.9114
MEM 982.375000 1669950861.0234
MEM 985.605469 1669950861.1354
MEM 988.265625 1669950861.2473
MEM 990.753906 1669950861.3573
MEM 995.312500 1669950861.4684
MEM 998.601562 1669950861.5793
MEM 1001.339844 1669950861.6909
MEM 1003.781250 1669950861.8003
MEM 1006.320312 1669950861.9121
MEM 1008.980469 1669950862.0240
MEM 1011.464844 1669950862.1351
MEM 1022.886719 1669950862.2430
MEM 1017.730469 1669950862.3550
MEM 1024.792969 1669950862.4649
MEM 1027.843750 1669950862.5759
MEM 1027.875000 1669950862.6869
MEM 1029.097656 1669950862.7980
MEM 1029.523438 1669950862.9080
MEM 1029.937500 1669950863.0200
MEM 1031.910156 1669950863.1290
MEM 1038.527344 1669950863.2395
MEM 1040.300781 1669950863.3512
MEM 1040.300781 1669950863.4615
MEM 1041.601562 1669950863.5705
MEM 1042.070312 1669950863.6815
MEM 1045.824219 1669950863.7935
MEM 1052.484375 1669950863.9046
MEM 1054.468750 1669950864.0135
MEM 1054.468750 1669950864.1236
MEM 1055.671875 1669950864.2346
MEM 1056.128906 1669950864.3435
MEM 1056.570312 1669950864.4515
MEM 1040.535156 1669950864.5635
MEM 925.175781 1669950864.6755
MEM 882.070312 1669950864.7855
MEM 887.433594 1669950864.8967
MEM 893.121094 1669950865.0076
MEM 898.742188 1669950865.1191
MEM 904.171875 1669950865.2302
MEM 909.640625 1669950865.3411
MEM 915.253906 1669950865.4513
MEM 944.691406 1669950865.5612
MEM 926.238281 1669950865.6727
MEM 931.117188 1669950865.7837
MEM 936.730469 1669950865.8927
MEM 942.863281 1669950866.0027
MEM 946.625000 1669950866.1136
MEM 950.855469 1669950866.2238
MEM 953.914062 1669950866.3339
MEM 956.640625 1669950866.4449
MEM 959.910156 1669950866.5548
MEM 962.882812 1669950866.6658
MEM 970.179688 1669950866.7764
MEM 972.812500 1669950866.8865
MEM 976.167969 1669950866.9954
MEM 979.609375 1669950867.1044
MEM 981.996094 1669950867.2115
MEM 985.406250 1669950867.3234
MEM 988.785156 1669950867.4355
MEM 991.687500 1669950867.5455
MEM 995.390625 1669950867.6557
MEM 1006.925781 1669950867.7655
MEM 1010.628906 1669950867.8776
MEM 1014.175781 1669950867.9875
MEM 1017.683594 1669950868.0969
MEM 1021.175781 1669950868.2078
MEM 1024.437500 1669950868.3198
MEM 1027.933594 1669950868.4309
MEM 1031.507812 1669950868.5429
MEM 1034.949219 1669950868.6539
MEM 1038.722656 1669950868.7628
MEM 1042.242188 1669950868.8728
MEM 1045.636719 1669950868.9849
MEM 1049.664062 1669950869.0949
MEM 1053.976562 1669950869.2063
MEM 1056.496094 1669950869.3174
MEM 1059.332031 1669950869.4293
MEM 1062.015625 1669950869.5393
MEM 1064.847656 1669950869.6508
MEM 1067.683594 1669950869.7628
MEM 1070.468750 1669950869.8729
MEM 1073.046875 1669950869.9849
MEM 1075.781250 1669950870.0949
MEM 1078.406250 1669950870.2069
MEM 1080.906250 1669950870.3180
MEM 1091.750000 1669950870.4283
MEM 1086.515625 1669950870.5389
MEM 1089.101562 1669950870.6488
MEM 1091.976562 1669950870.7608
MEM 1094.742188 1669950870.8719
MEM 1097.429688 1669950870.9825
MEM 1101.425781 1669950871.0925
MEM 1107.718750 1669950871.2021
MEM 1113.191406 1669950871.3119
MEM 1116.304688 1669950871.4219
MEM 1120.390625 1669950871.5320
MEM 1125.660156 1669950871.6441
MEM 1129.289062 1669950871.7561
MEM 1148.859375 1669950871.8681
MEM 1152.835938 1669950871.9797
MEM 1156.808594 1669950872.0897
MEM 1161.070312 1669950872.2018
MEM 1165.121094 1669950872.3102
MEM 1169.246094 1669950872.4213
MEM 1173.898438 1669950872.5316
MEM 1176.726562 1669950872.6417
MEM 1179.597656 1669950872.7526
MEM 1182.460938 1669950872.8637
MEM 1185.281250 1669950872.9758
MEM 1189.234375 1669950873.0859
MEM 1196.316406 1669950873.1979
MEM 1201.324219 1669950873.3089
MEM 1201.324219 1669950873.4189
MEM 1202.375000 1669950873.5279
MEM 1202.859375 1669950873.6363
MEM 1203.375000 1669950873.7475
MEM 1203.804688 1669950873.8589
MEM 1204.257812 1669950873.9689
MEM 1210.699219 1669950874.0780
MEM 1217.578125 1669950874.1879
MEM 1223.695312 1669950874.2980
MEM 1249.625000 1669950874.4081
MEM 1237.437500 1669950874.5201
MEM 1239.414062 1669950874.6320
MEM 1243.039062 1669950874.7431
MEM 1244.152344 1669950874.8541
MEM 1245.468750 1669950874.9634
MEM 1247.921875 1669950875.0753
MEM 1250.742188 1669950875.1874
MEM 1252.449219 1669950875.2973
MEM 1254.546875 1669950875.4081
MEM 1257.332031 1669950875.5180
MEM 1259.425781 1669950875.6270
MEM 1261.179688 1669950875.7360
MEM 1263.089844 1669950875.8450
MEM 1265.378906 1669950875.9531
MEM 1267.750000 1669950876.0616
MEM 1270.539062 1669950876.1716
MEM 1273.066406 1669950876.2803
MEM 1275.074219 1669950876.3897
MEM 1277.695312 1669950876.4988
MEM 1281.687500 1669950876.6057
MEM 1284.800781 1669950876.7173
MEM 1287.613281 1669950876.8284
MEM 1290.445312 1669950876.9390
MEM 1292.800781 1669950877.0470
MEM 1295.269531 1669950877.1580
MEM 1298.007812 1669950877.2680
MEM 1300.574219 1669950877.3782
MEM 1303.218750 1669950877.4891
MEM 1306.066406 1669950877.6011
MEM 1308.925781 1669950877.7106
MEM 1311.726562 1669950877.8212
MEM 1314.136719 1669950877.9323
MEM 1319.136719 1669950878.0412
MEM 1325.261719 1669950878.1522
MEM 1331.855469 1669950878.2642
MEM 1336.453125 1669950878.3742
MEM 1338.015625 1669950878.4852
MEM 1341.863281 1669950878.5962
MEM 1344.679688 1669950878.7082
MEM 1346.105469 1669950878.8194
MEM 1348.261719 1669950878.9315
MEM 1351.304688 1669950879.0434
MEM 1353.457031 1669950879.1535
MEM 1355.707031 1669950879.2644
MEM 1357.695312 1669950879.3735
MEM 1360.812500 1669950879.4828
MEM 1363.765625 1669950879.5927
MEM 1366.359375 1669950879.7037
MEM 1371.535156 1669950879.8158
MEM 1374.996094 1669950879.9277
MEM 1377.636719 1669950880.0388
MEM 1380.230469 1669950880.1488
MEM 1382.960938 1669950880.2607
MEM 1385.496094 1669950880.3690
MEM 1388.117188 1669950880.4801
MEM 1390.796875 1669950880.5905
MEM 1395.242188 1669950880.6996
MEM 1403.562500 1669950880.8115
MEM 1404.089844 1669950880.9225
MEM 1404.089844 1669950881.0295
MEM 1405.410156 1669950881.1396
MEM 1405.820312 1669950881.2495
MEM 1406.277344 1669950881.3605
MEM 1410.070312 1669950881.4683
MEM 1416.382812 1669950881.5773
MEM 1416.445312 1669950881.6832
MEM 1416.445312 1669950881.7924
MEM 1417.878906 1669950881.9032
MEM 1418.332031 1669950882.0142
MEM 1422.410156 1669950882.1222
MEM 1429.347656 1669950882.2322
MEM 1430.636719 1669950882.3413
MEM 1430.636719 1669950882.4533
MEM 1431.933594 1669950882.5613
MEM 1432.371094 1669950882.6717
MEM 1432.832031 1669950882.7807
MEM 1381.148438 1669950882.8914
MEM 1254.820312 1669950883.0034
MEM 1267.460938 1669950883.1123
MEM 1273.054688 1669950883.2235
MEM 1285.660156 1669950883.3354
MEM 1284.019531 1669950883.4470
MEM 1289.250000 1669950883.5570
MEM 1295.101562 1669950883.6680
MEM 1300.511719 1669950883.7774
MEM 1306.050781 1669950883.8856
MEM 1310.812500 1669950883.9970
MEM 1313.089844 1669950884.1071
MEM 1316.675781 1669950884.2172
MEM 1321.199219 1669950884.3268
MEM 1324.410156 1669950884.4373
MEM 1329.468750 1669950884.5478
MEM 1331.835938 1669950884.6547
MEM 1334.343750 1669950884.7642
MEM 1337.371094 1669950884.8721
MEM 1344.625000 1669950884.9821
MEM 1347.222656 1669950885.0929
MEM 1350.582031 1669950885.2039
MEM 1353.402344 1669950885.3149
MEM 1356.917969 1669950885.4263
MEM 1360.375000 1669950885.5373
MEM 1363.566406 1669950885.6484
MEM 1366.570312 1669950885.7603
MEM 1370.398438 1669950885.8714
MEM 1380.875000 1669950885.9816
MEM 1384.511719 1669950886.0906
MEM 1388.078125 1669950886.1995
MEM 1391.511719 1669950886.3105
MEM 1395.281250 1669950886.4216
MEM 1398.699219 1669950886.5305
MEM 1401.882812 1669950886.6416
MEM 1405.523438 1669950886.7535
MEM 1408.851562 1669950886.8646
MEM 1412.750000 1669950886.9756
MEM 1416.453125 1669950887.0856
MEM 1420.019531 1669950887.1976
MEM 1423.601562 1669950887.3096
MEM 1427.378906 1669950887.4206
MEM 1430.945312 1669950887.5296
MEM 1433.519531 1669950887.6397
MEM 1440.597656 1669950887.7517
MEM 1439.078125 1669950887.8627
MEM 1441.875000 1669950887.9738
MEM 1444.726562 1669950888.0834
MEM 1447.386719 1669950888.1935
MEM 1449.968750 1669950888.3015
MEM 1452.761719 1669950888.4111
MEM 1455.449219 1669950888.5210
MEM 1458.179688 1669950888.6320
MEM 1460.871094 1669950888.7410
MEM 1463.714844 1669950888.8520
MEM 1466.621094 1669950888.9630
MEM 1469.414062 1669950889.0740
MEM 1472.164062 1669950889.1851
MEM 1474.148438 1669950889.2960
MEM 1481.367188 1669950889.4061
MEM 1487.718750 1669950889.5172
MEM 1490.542969 1669950889.6241
MEM 1495.164062 1669950889.7343
MEM 1498.996094 1669950889.8433
MEM 1503.398438 1669950889.9529
MEM 1522.542969 1669950890.0620
MEM 1526.664062 1669950890.1719
MEM 1530.835938 1669950890.2835
MEM 1534.882812 1669950890.3944
MEM 1539.082031 1669950890.5046
MEM 1542.890625 1669950890.6156
MEM 1547.039062 1669950890.7256
MEM 1551.136719 1669950890.8372
MEM 1553.964844 1669950890.9482
MEM 1556.718750 1669950891.0575
MEM 1559.554688 1669950891.1685
MEM 1562.187500 1669950891.2790
MEM 1567.742188 1669950891.3890
MEM 1574.472656 1669950891.5000
MEM 1577.179688 1669950891.6120
MEM 1577.179688 1669950891.7240
MEM 1578.453125 1669950891.8350
MEM 1578.914062 1669950891.9470
MEM 1579.386719 1669950892.0580
MEM 1579.867188 1669950892.1680
MEM 1583.183594 1669950892.2786
MEM 1589.914062 1669950892.3888
MEM 1596.769531 1669950892.4989
MEM 1603.445312 1669950892.6079
MEM 1609.968750 1669950892.7169
MEM 1614.183594 1669950892.8249
MEM 1616.289062 1669950892.9359
MEM 1620.257812 1669950893.0449
MEM 1621.050781 1669950893.1549
MEM 1622.476562 1669950893.2639
MEM 1625.210938 1669950893.3739
MEM 1627.351562 1669950893.4840
MEM 1629.226562 1669950893.5956
MEM 1631.765625 1669950893.7075
MEM 1634.386719 1669950893.8196
MEM 1636.210938 1669950893.9305
